,KEYWORDS,SUMMARY,TEXT,TITLE,URL
0,"['times', 'mead', 'noon', 'york', 'margaret', 'oct', 'live', 'vr', 'event', 'festival', 'film', 'natural', 'museum']","Welcome to Times Insider Events — live programming for Times Insiders and their guests.
Times Insider offers behind-the-scenes insights into news, features and opinion at The New York Times.
PhotoUse your New York Times subscription to get exclusive discounts at the Margaret Mead Film Festival, a showcase of cutting-edge storytelling held annually at the American Museum of Natural History.
At this year’s event, watch in virtual reality as a woman with cochlear implants hears music for the very first time — a special preview screening before the film goes live on our NYT VR app.
You can also attend a panel by Pulitzer Prize-winning New York Times photojournalists — called in from the field to discuss empathy, images and culture — and explore graphic novels with Catrin Einhorn, a senior editor and an expert in visual storytelling.","Welcome to Times Insider Events — live programming for Times Insiders and their guests. Times Insider offers behind-the-scenes insights into news, features and opinion at The New York Times.

Photo

Use your New York Times subscription to get exclusive discounts at the Margaret Mead Film Festival, a showcase of cutting-edge storytelling held annually at the American Museum of Natural History.

At this year’s event, watch in virtual reality as a woman with cochlear implants hears music for the very first time — a special preview screening before the film goes live on our NYT VR app.

You can also attend a panel by Pulitzer Prize-winning New York Times photojournalists — called in from the field to discuss empathy, images and culture — and explore graphic novels with Catrin Einhorn, a senior editor and an expert in visual storytelling.

Advertisement Continue reading the main story

View the film schedule and redeem discounted tickets with the promo code MEADNYT, or visit our other Margaret Mead Festival activities for free:

Sensations of Sound VR Screening

Friday, Oct. 20 from 4 to 8 p.m.

Saturday, Oct. 21 from noon to 6 p.m.

Sunday, Oct. 22 from noon to 6 p.m.

Margaret Mead Festival Mixed Media Lounge

American Museum of Natural History, Hall of Northwest Coast Indians",Live Event: The New York Times at the Margaret Mead Film Festival,https://www.nytimes.com/2017/10/06/insider/events/live-event-the-new-york-times-at-the-margaret-mead-film-festival.html
1,"['times', 'timess', 'features', 'writer', 'events', 'york', 'everest', 'insider', 'work', 'ticket', 'progress', 'live', 'project', 'event']","Welcome to Times Insider Events — live programming for Times Insiders and their guests.
Times Insider offers behind-the-scenes insights into news, features and opinion at The New York Times.
PhotoMount Everest, Sherpas and a fatal lapse in judgment that reverberated on multiple continents: That’s all we can reveal about this exclusive subscriber event coming to you from the top of the world.
The event will offer an advance look at a project — scheduled to be published later this year — by The New York Times’s sports desk.
If you are not a Times Insider but would like to receive invitations to Times Insider Events, you can subscribe here.","Welcome to Times Insider Events — live programming for Times Insiders and their guests. Times Insider offers behind-the-scenes insights into news, features and opinion at The New York Times.

Photo

Mount Everest, Sherpas and a fatal lapse in judgment that reverberated on multiple continents: That’s all we can reveal about this exclusive subscriber event coming to you from the top of the world.

The event will offer an advance look at a project — scheduled to be published later this year — by The New York Times’s sports desk. More than a year in the making, the project features reporting by the photographer Josh Haner and the writer John Branch, winners of the Pulitzer Prize, and will provide an arresting account of an attempt to summit what Tibetans call Chomolungma — the “Mother of the World.”

Jason Stallman, The Times’s sports editor, will moderate the conversation.

When: Tuesday, Oct. 17 at 7 p.m.

Where: NeueHouse Madison Square, 110 East 25th Street, New York, N.Y. 10010

Join us in person for a bracing discussion and Q&A, and stay afterward to chat further with fellow Times subscribers.

Click here to reserve your ticket. (The ticket price includes one drink.)

If you are not a Times Insider but would like to receive invitations to Times Insider Events, you can subscribe here.","Live Event: Everest, a Work in Progress",https://www.nytimes.com/2017/10/10/insider/events/live-event-everest-a-work-in-progress.html
2,"['times', 'essentials', 'purchase', 'email', 'startedprior', 'york', 'confirm', 'address', 'cooking', 'french', 'receiving', 'belowprior']","Let's Get StartedPrior to receiving The New Essentials of French Cooking for free, please confirm your email address below.
Prior to your purchase of The New Essentials of French Cooking for $1.99, please confirm your email address below.
Prior to your purchase of The New Essentials of French Cooking for $4.99, please confirm your email address below.
Prior to your purchase of The New Essentials of French Cooking for $9.99, please confirm your email address below.","Let's Get Started

Prior to receiving The New Essentials of French Cooking for free, please confirm your email address below.

Prior to your purchase of The New Essentials of French Cooking for $1.99, please confirm your email address below.

Prior to your purchase of The New Essentials of French Cooking for $4.99, please confirm your email address below.

Prior to your purchase of The New Essentials of French Cooking for $9.99, please confirm your email address below.",Cooking with the New York Times,https://www.nytimes.com/recipes/1018968-roasted-broccolini-and-lemon-with-parmesan
3,['女性对抗职场性骚扰简史'],,,女性对抗职场性骚扰简史,https://cn.nytstyle.com/culture/20171018/retro-sexual-harassment/
4,"['city', 'trips', 'london', 'air', 'adds', 'york', 'vehicles', 'charge', 'health', 'diesel', 'pollution', 'cars', 'roughly', 'sign', 'older', 'fight']","Roughly 40 percent of air pollution in the city comes from diesel vehicles, Mr. Khan’s office said.
In Germany, numerous cities, including the automaking centers Stuttgart and Munich, are considering bans of older diesel vehicles.
City governments are under pressure to ban diesel in order to avoid sanctions for excess pollution.
But consumers are abandoning diesel because of health concerns and fears that they may be compelled to park their cars outside city limits.
In Germany, Europe’s largest car market, sales of cars with diesel engines have fallen more than 20 percent during the last year.","The authorities will track who owes the new fees by using the same enforcement systems used for the congestion charge: Surveillance cameras will monitor vehicles that enter and leave the city center, and a failure to pay the levy will result in an additional fine.

“We’ve got a health crisis in London caused directly by the poor-quality air,” Mayor Sadiq Khan said in an interview with the BBC on Monday. “Roughly speaking, more than 9,000 Londoners die prematurely because of the poor quality air.”

Photo

Mr. Khan said air pollution contributed to the underdevelopment of children’s lungs and the development of maladies like asthma, dementia and strokes in adults. In a statement, the mayor said he himself had recently begun to suffer from asthma.

The mayor’s office posted a flurry of statistics online in support of the fee. It said drivers made roughly six million trips in London each day and roughly a third of them drove less than two kilometers, or about 1.2 miles.

Roughly 40 percent of air pollution in the city comes from diesel vehicles, Mr. Khan’s office said. Many of those are being driven short distances or for less-than-urgent reasons like “shopping, leisure and personal business,” it said.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

“Many of these trips could be made in other ways,” it said. “Unnecessary car use is putting our health at risk.”

London’s action is likely to embolden other European cities to impose similar restrictions. Paris, Madrid and Athens have announced plans to ban diesels beginning in 2025. In Germany, numerous cities, including the automaking centers Stuttgart and Munich, are considering bans of older diesel vehicles.

Despite assertions by automakers that diesel is clean, studies by the German, French and British governments have found that virtually all manufacturers took advantage of loopholes in European Union regulations. That allowed them to weaken a vehicle’s emissions controls during everyday driving to reduce wear and tear on the car’s antipollution equipment.

Advertisement Continue reading the main story

As a result, levels of harmful nitrogen oxides in urban areas have remained high despite emissions standards that, on paper, have grown progressively more rigorous. City governments are under pressure to ban diesel in order to avoid sanctions for excess pollution.

The backlash against diesel has even become a threat to Germany’s economy, which is dependent on automaking. Until recently more than half of new cars sold in Europe had diesel engines, largely because of tax breaks that ensure that diesel fuel is less expensive at the pump.

But consumers are abandoning diesel because of health concerns and fears that they may be compelled to park their cars outside city limits. In Germany, Europe’s largest car market, sales of cars with diesel engines have fallen more than 20 percent during the last year.",London Adds Charge for Older Diesel Vehicles to Fight Pollution,https://www.nytimes.com/2017/10/23/business/london-diesel-congestion-charge.html
5,"['doesnt', 'episode', 'life', 'balfe', 'awkwardness', 'does', 'worry', 'season', 'claire', 'know', 'jamies', 'jamie', 'outlander', 'matter']","And since “Outlander” waited half a season — and 20 years in story time — to bring Jamie and Claire back together, our expectations were through the roof.
We open with a glimpse of Jamie’s everyday life, complete with an amorous landlady and a meditative printmaking montage.
Caitriona Balfe does a great job with a thankless task.
And opening the episode with Jamie means looking at her romantic hopes from a certain remove.
Don’t worry: Jamie does.","Photo

Season 3, Episode 6: ‘A. Malcolm’

In a show in which a single relationship is the crux of the story, every scene that puts the two main characters together carries weight. And since “Outlander” waited half a season — and 20 years in story time — to bring Jamie and Claire back together, our expectations were through the roof. The success of this episode depends almost entirely on how you feel about their reunion.

For me, that reunion was most interesting when dealing with perspective. We open with a glimpse of Jamie’s everyday life, complete with an amorous landlady and a meditative printmaking montage. It’s an interesting move because it recasts Claire’s return not as a triumph for her, but as an interruption for him. A welcome one, of course (our hero wouldn’t swoon otherwise), but after 20 years, it would be harder to believe a passionate embrace than to believe the fond, loaded awkwardness between them. They’ve lived so long apart that this is, in some ways, less a reunion than a renegotiation.

Caitriona Balfe does a great job with a thankless task. Claire has been the de facto villain of the season so far. Jamie has built a life despite her absence, while her life has mostly happened around his absence. And opening the episode with Jamie means looking at her romantic hopes from a certain remove. In the face of Jamie’s reserve, Balfe plays Claire as restless, nervous and jealous by turns. It offers us a chance to sympathize with her without making her particularly sympathetic — quite a trick, but it works. Balfe sells it, and while we know “Outlander” won’t let her suffer long at Jamie’s hands, we also want her to feel, just for a while, what it’s like to worry that the person you love doesn’t love you back anymore.

Don’t worry: Jamie does. But his reluctance works without its feeling as if the show were dragging out the big clinch. He has more secrets from Claire than she does from him, and after trying so hard to accept her loss and move on, we see how painful it is to accept such a seismic shift in his life, however welcome. Jamie attempts some Santa-level faux cheerfulness about Brianna, but that’s because he palpably doesn’t know how to reach the old comfort they shared. Their awkwardness is so overwhelming that, despite Claire’s obvious longing, he eventually has to ask point-blank why she came back.

Advertisement Continue reading the main story

Parallels to their wedding night are everywhere, from the impersonal lodgings to the intimacy of sharing a meal. (It’s not helped by voice-over about “savoring each other as much as the meal,” and the aside that they “began to know each other again” seems a little too convenient, but it’s still a nice callback.) And when things turn amorous, the first-time awkwardness lingers a moment — their charming nose-knocking also feels like an echo of their wedding jitters.","‘Outlander’ Season 3, Episode 6: Time Doesn’t Matter",https://www.nytimes.com/2017/10/22/arts/television/outlander-recap-a-malcolm-reunion.html
6,"['group', 'young', 'proud', 'immigrants', 'mariachi', 'vincenti', 'instagram', 'ms', 'students', 'music', 'pride', 'americans', 'lost']","Music can also connect children born in the United States to the rhythms and cultures left behind by their parents.
The Nuevo Amanecer Mariachi Academy is one of those places where the traditions of Mexico are passed onto new generations.
Photo“They are a generation in transition since they are the first to be born here, yet they have not lost their roots,” said Ms. Vincenti, 28.
Recently, a group of teenage students formed their own band, Mariachi Luna Mixteca.
“This is not an extracurricular activity, this is their life,” Ms. Vincenti said.","For immigrants living far from their homelands, music — even a few notes of a favorite ballad — can summon a lifetime of memories. With each song come remembrances of a lost love, a long-lost relative, or a lazy summer day. Music can also connect children born in the United States to the rhythms and cultures left behind by their parents.

The Nuevo Amanecer Mariachi Academy is one of those places where the traditions of Mexico are passed onto new generations. Students between the ages of 6 and 20 meet in a church basement in East Elmhurst, Queens, to learn violin, trumpet or guitar, while more experienced students rehearse for gigs in local restaurants and churches.

Mariana Vincenti, a Venezuelan photojournalist, followed a group of these students for several months earlier this year. Far from Caracas, she wanted to explore the identities of Latin American immigrants and their children.

Photo

“They are a generation in transition since they are the first to be born here, yet they have not lost their roots,” said Ms. Vincenti, 28. “They are American, but they consider themselves Mexican, too.”

The young people, she said, approach their studies eagerly, unlike those of us who balked at weekly piano lessons as children. Even in their spare time, they kick back and play their instruments just for the fun of it. Recently, a group of teenage students formed their own band, Mariachi Luna Mixteca.

“This is not an extracurricular activity, this is their life,” Ms. Vincenti said. “It is a question of being proud of who they are, because being a mariachi is something they are proud of.” She explained that with so much division around and anger at Latinos and their culture, the students “want to reclaim the pride they feel for their roots.”

Follow @dgbxny and @nytimesphoto on Twitter. David Gonzalez is also on Instagram. You can also find Lens on Facebook and Instagram.","Young Americans, Mariachi Pride",https://lens.blogs.nytimes.com/2017/10/19/young-americans-mariachi-pride-queens/
7,"['baths', 'homes', 'moreselect', 'select', 'number', '600000', 'studio', 'beds', 'sold', 'bedrooms']",Select number of bedrooms Any Beds Studio 1 1 or more 2 2 or more 3 3 or more 4 4 or more 5 5 or moreSelect number of bedrooms Any Baths 1 1 or more 2 2 or more 3 3 or more 4 4 or more 5 5 or more,"Select number of bedrooms Any Beds Studio 1 1 or more 2 2 or more 3 3 or more 4 4 or more 5 5 or more

Select number of bedrooms Any Baths 1 1 or more 2 2 or more 3 3 or more 4 4 or more 5 5 or more","Homes That Sold for Around $600,000",https://www.nytimes.com/2017/10/22/realestate/homes-that-sold-for-around-600000.html
8,"['texas', 'agency', 'help', 'florida', 'weeks', 'waiting', 'mr', 'assistance', 'fema', 'residents', 'officials', 'hurricanes']","“They give you the runaround.”PhotoInspection BacklogOne of the most significant problems FEMA has had in Texas and Florida is the backlog in getting damaged properties inspected.
FEMA does not have enough inspectors to reduce the backlog, and the average wait for an inspection is 45 days in Texas and about a month in Florida, agency officials said.
In Texas, Florida, Puerto Rico and the United States Virgin Islands, FEMA has provided about $2 billion in individual assistance to residents.
FEMA officials say the number of denials in Florida is high because the agency determined that many homes were not significantly damaged by the storm.
Jason Brunemann’s application for FEMA assistance was rejected because the agency concluded that he had adequate insurance.","FEMA has taken weeks to inspect damaged homes and apartments, delaying flood victims’ attempts to rebuild their lives and properties. People who call the agency’s help line at 1-800-621-FEMA have waited on hold for two, three or four hours before they even speak to a FEMA representative.

Nearly two months after Hurricane Harvey made landfall in Texas on Aug. 25, and six weeks after Hurricane Irma hit Florida on Sept. 10, residents are still waiting for FEMA payments, still fuming after the agency denied their applications for assistance and still trying to resolve glitches and disputes that have slowed and complicated their ability to receive federal aid.

Brian and Monica Smith, whose home in the northern Houston suburb of Kingwood had two feet of water inside after Harvey, said they had received more help from their church, their neighbors and their relatives than from FEMA. A $500 payment from FEMA to help them with their immediate needs was delayed by three weeks. And they waited 34 days for the agency to inspect the damage to their home, pushing back repairs.

“You feel abandoned,” Mr. Smith, 42, said. “You feel like it came and went, and everybody’s focused on the storm in Florida and now in Puerto Rico.’’

Ron and Rita Perreault, a retired couple whose South Florida mobile home was damaged by the flooded Imperial River, call FEMA twice a day to check on the status of their application and inspection. Mrs. Perreault said she had spent so many hours on the phone on hold that she learned, as other callers have, to put the phone on speaker and go about her day.

“I thought I was going to get brain cancer,” Mrs. Perreault said. “They give you the runaround.”

Photo

Inspection Backlog

One of the most significant problems FEMA has had in Texas and Florida is the backlog in getting damaged properties inspected. Contract inspectors paid by the agency must first inspect and verify the damage in order for residents to be approved for thousands of dollars in aid. FEMA does not have enough inspectors to reduce the backlog, and the average wait for an inspection is 45 days in Texas and about a month in Florida, agency officials said.

Advertisement Continue reading the main story

The officials, including Brock Long, the FEMA administrator, acknowledged the long waits for both inspections and phone assistance. They said they were in the process of hiring hundreds of people in the next few weeks, including additional contract inspectors. They attribute the delays to “staffing challenges” after three major hurricanes in quick succession struck the Gulf Coast and the Southeast, the Virgin Islands and Puerto Rico, as well as the devastating wildfires in California.

“Resources are stretched, particularly when it comes to inspections,” Mr. Long said. “Obviously it’s frustrating.”

The wait times for the help line and inspections far exceed those during past disasters.

People who called FEMA in the immediate aftermath of Katrina waited an average of 10 minutes before speaking with a representative, and weeks later that wait dropped to five minutes, according to a 2006 report by the inspector general’s office for the Department of Homeland Security, which oversees FEMA. In addition, the report stated, the agency has historically tried to complete the entire inspection-and-approval process within 10 days after an application is filed. After Hurricane Rita in 2005, many home inspections were completed less than two weeks after homeowners applied.

But given the extraordinary impact of three major storms, many experts say FEMA’s relief efforts deserve high marks.

“I think they have done a terrific job,” said Paul M. Rosen, who worked in the Obama administration as the former chief of staff at the Department of Homeland Security. “You just have to tune out the political noise and let them do their jobs.”

Strides Since Katrina

In 2005, FEMA became the face of the bungled federal response to Hurricane Katrina, and the agency’s poor handling of the disaster in New Orleans led to the resignation of Michael D. Brown, the director at the time. FEMA has since improved its image, and former federal officials praised its response in recent weeks to a staggering string of hurricanes, wildfires and other disasters. Over all, about 8,200 people in FEMA’s nearly 10,000-person work force are deployed in the field, responding to more than 20 natural disasters around the country.

“The whole response-and-recovery industry is maxed out,” said Michael Coen, the former chief of staff at FEMA in the Obama administration.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

The Trump administration has been publicly criticized for its response to Hurricane Maria in Puerto Rico. While the problems there with power, gas and water are far worse than those in the continental United States, FEMA’s response to Harvey and Irma has also quietly frustrated flood victims on the mainland, from low-income neighborhoods to trailer parks to wooded suburban enclaves. Some have turned to their elected officials to complain and ask for help navigating the multiagency disaster bureaucracy, including FEMA’s federal insurance arm, which manages the National Flood Insurance Program.

In Kingwood, Tom and Lisa Slagle asked Senator Ted Cruz’s office for help after a $25,000 flood-insurance payment they were counting on was delayed for more than a month. “This has been more a disaster, trying to deal with insurance, than it was when our house flooded,” said Ms. Slagle, 49, a retired Houston firefighter.

Advertisement Continue reading the main story

In South Florida, officials in Collier County, which includes Naples, are waiting for FEMA R.V.’s known as travel trailers, which flooded residents can use as temporary housing. Only 15 of the trailers have been approved by FEMA statewide since Wednesday. “It’s a process, a long, arduous process,” said William L. McDaniel Jr., a Collier County commissioner. “But it can’t come quick enough.”

In East Texas, a FEMA mobile disaster center was scheduled to assist flooded residents one day last month in a courthouse parking lot in the town of Orange. “FEMA didn’t show up that day,” said Stephen Brint Carlton, a Republican who is the county judge and the top elected official in Orange County. “They don’t show up and we have a bunch of elderly people sitting out in a parking lot, and no one’s there to help them.”

Photo

Harvey sent about two feet of water into Jesse Altamirano’s home in northeast Houston near Greens Bayou. On a recent afternoon, as a contractor repaired the walls, he pulled out his phone and scrolled through his call history. One call Mr. Altamirano made to FEMA, on Oct. 6 at 10:27 a.m., lasted 4 hours 54 minutes 20 seconds. For all but about 10 minutes of that time, he said, he was on hold, trying to get the agency to extend his hotel stay. But a FEMA representative eventually told him it was too early to complete his extension. He was told to call back in two days.

Asked how much time he has spent on hold with FEMA since Harvey wrecked his home, Mr. Altamirano replied: “I’ve called them probably like eight, nine times. I’m thinking a good 16 hours maybe.”

Residents Still Uprooted

In some ways, hard-hit areas in Texas and Florida have made progress since Hurricanes Harvey and Irma. In Texas alone, nearly 7.5 million cubic yards of debris has been collected and more than 120,000 people have visited FEMA’s disaster recovery centers. The agency has supplied money, housing and other resources to residents as well as local governments. In Texas, Florida, Puerto Rico and the United States Virgin Islands, FEMA has provided about $2 billion in individual assistance to residents.

Yet in other ways, the rebuilding seems to have only just started. Three shelters remain open in Texas, and Florida closed its last one on Saturday. As part of a FEMA program, 61,135 people in Texas are staying in hotels. Some residents are living in their moldy, half-repaired or even condemned homes and apartments. Other residents remain uprooted. Shirlene Hryhorchuk, a high school teacher in the East Texas town of Deweyville, sleeps several nights each week on a cot in her home-economics classroom while her house undergoes repairs.

In the days after Irma tore through Florida, Ernestino Leon, 48, met and shook hands with Gov. Rick Scott when the governor toured the emergency shelter where he was staying. Mr. Leon works in golf course maintenance and came to the United States 30 years ago from Oaxaca, one of Mexico’s poorest states. His house in the Gulf Coast town of Bonita Springs is a torn-out shell surrounded by piles of debris and the few chairs he and his wife Lucia could salvage.

“He asked me if I liked this country and I say yes,” Mr. Leon said of Mr. Scott. “That’s why I’m here. I pay taxes. I’m a U.S. citizen. He told me not to worry and said that help would be on the way.”

Advertisement Continue reading the main story

Mr. Leon is still waiting for much of that help. Five weeks after asking FEMA for assistance, the Leons were in limbo. They moved out of a shelter on Saturday and into a hotel, while waiting for the agency to provide $10,000 to repair their home, a process tied up by a delayed home inspection. “This won’t be enough,” Mr. Leon said of the still-awaited money.

In Houston, Tim Wainright, 47, filed with FEMA on Aug. 28 after floodwaters damaged two bedrooms, but more than 50 days later, he and his wife are still waiting for an inspection.

“My hope is that they’re busy with people that really, really need their assistance,” Mr. Wainright said. “By now our walls are painted. All our drywall is back in place. If they came by, they wouldn’t have anything to inspect.”

Some residents are angry after being turned down by FEMA for assistance, often for reasons that they dispute. Of the 2.9 million applications for individual assistance the agency has received after Hurricanes Harvey, Irma and Maria, FEMA has denied 23 percent of them — 678,160 — with the majority of those denials in Florida, where 432,000 applications out of 1.8 million have been rejected after Irma.

FEMA officials say the number of denials in Florida is high because the agency determined that many homes were not significantly damaged by the storm.

Jason Brunemann’s application for FEMA assistance was rejected because the agency concluded that he had adequate insurance. But his homeowners’ insurance does not cover flood damage, Mr. Brunemann said, and his flood-insurance claim remains in limbo. The rebuilding of his small house on the banks of the Imperial River in Bonita Springs has stalled, and he is recovering from a pre-Irma motorcycle accident in which he broke his hand and a bone in his neck. He plans to appeal his denial.

“A lot of people are appealing, but I don’t think I’ll get anything at all,” said Mr. Brunemann, 35, an air-conditioning installer who has been living in his truck and his gutted house. “I’m not optimistic.”",Still Waiting for FEMA in Texas and Florida After Hurricanes,https://www.nytimes.com/2017/10/22/us/fema-texas-florida-delays-.html
9,"['war', 'displaced', 'society', 'longterm', 'kids', 'ms', 'support', 'howland', 'refugees', 'fleeing', 'hospital', 'abandoned']","Ms. Howland, 27-year-old British-American artist and photographer based in Istanbul, found 43 families living at the hospital, casualties of war largely forgotten or ignored by society.
As Ms. Howland discovered, apartments have been created with pooled resources — both money and muscle.
PhotoFew have full-time jobs, prospects or hope for a brighter future, Ms. Howland said.
A quarter century later, an estimated 45,000 have made it back home, Ms. Howland said.
“They are very much isolated from the rest of society,” Ms. Howland said.","The hospital, a cardiology institute in Abkhazia, shut down when the Soviet Union broke up in 1991. The following year, war made it a refuge. From 1992 to 1993, Russian-backed Abkhaz rebels pushed out Georgian troops in a proxy war, several dozen people squatted there, like countless others who were forced to flee their homes on the Black Sea’s east coast.

This was supposed to be temporary, of course. Instead, 25 years later, as Alexandra Rose Howland documents, life in limbo has become indefinite.

Ms. Howland, 27-year-old British-American artist and photographer based in Istanbul, found 43 families living at the hospital, casualties of war largely forgotten or ignored by society. Children had been born there, grown up and started their own families.

As Ms. Howland discovered, apartments have been created with pooled resources — both money and muscle. A society has emerged: the men who gather in the courtyard to drink and gossip in the afternoons, the kids who run around the grounds together, the women and their coffee klatches.

And yet, their normal is not normal.

Photo

Few have full-time jobs, prospects or hope for a brighter future, Ms. Howland said. Children tend to drop out of school to work or, for girls, marry young. They live very much as do refugees all over the world, ignored, even resented. Few dare to dream of careers, higher education, or a better life.

They are not alone in this predicament. The United Nations has documented millions of “Internally displaced persons,” or I.D.P.s, refugees in their own lands, languishing in limbo after leaving their homes during conflicts. The U.N. Human Rights Commission has blamed a lack of political will and lack of public awareness for the protracted situations.

More than 220,000 people fled Abkhazia between 1992 and 1993, settling in empty buildings throughout Tbilisi, losing everything they owned in the process. A quarter century later, an estimated 45,000 have made it back home, Ms. Howland said.

Photo

To be sure, her project not only reveals the plight of the displaced Abkhazians, but also their pluck.

“There is a very strong sense of community, of family,” Ms. Howland said. “They each support each other, emotionally and financially, all the kids are friends, the families take care of everyone, the new mothers will each breast-feed each other’s babies. It is very much based on the communal support.” She recalled how one day, “They went for a beach trip where about 15 kids and three adults piled into a car and took off for the day.”

And yet, there is a kind of pariah quality to their lives. “They are very much isolated from the rest of society,” Ms. Howland said. “All of the surrounding buildings are also filled with IDPs.”

Ms. Howland, who studied painting and international relations at U.S.C., has made exposing the plight of homeland refugees, I.D.P.s, a long-term goal. She moved from Los Angeles to Istanbul two years ago, she said, to be more centrally located to conflict zones. “I wanted to be in the most central location I could find,” she said, “so that access to the Middle East, Balkans, Europe and Africa was all within a relatively short distance.”

Photo

Her images of family life at the hospital, taken with a digital camera or a smartphone, are the first of what she hopes will be a long-term project.

“I have encountered the same stories in each country I’ve traveled to,” she said. “I hope to continue to expand and bring attention to these forgotten communities and to the long-term impact prolonged displacement has on a population. The U.N.H.R.C. states that as of June 2017 we have an unprecedented 65.6 million forcibly displaced people worldwide and 22.5 million refugees.

“Despite these overwhelming numbers, we have yet to determine an effective method for humanely protecting and providing for them, and as soon as they are out of the public eye, they are left to survive on their own. These communities are deeply isolated and have disappeared into the fabric of our societies.”

Follow @alexrosehowland and @nytimesphoto on Twitter. Alexandra Rose Howland is also on Instagram. You can also find Lens on Facebook and Instagram.","After Fleeing War, They Made an Abandoned Hospital Their Home",https://lens.blogs.nytimes.com/2017/10/23/after-fleeing-war-they-made-an-abandoned-hospital-home/?module=BlogPost-Title&version=Blog Main&contentCollection=Multimedia&action=Click&pgtype=Blogs&region=Body
