,KEYWORDS,SUMMARY,TEXT,TITLE,URL
0,"['inquiries', 'told', 'woman', 'defecating', 'say', 'viral', 'socalled', 'colorado', 'jogger', 'springs', 'stop', 'pooper', 'mad', 'went']","Inquiries into the so-called “Mad Pooper” – who repeatedly used a Colorado home’s lawn as a restroom – can stop now, police say.
A staff writer with Deadspin reported that the public information officer with the Colorado Springs Police Department told him to stop calling regarding the defecating female jogger whose story went viral in September.
The story of the so-called “Mad Pooper” went viral last month when Cathy Budde told police an unidentified woman had been defecating in front of her house for at least seven weeks.
Colorado Springs cops said they were searching for the mysterious woman, and that the search continues.
Black said Wednesday that after the story broke there have been no more reports of the jogger defecating in front of homes.","Inquiries into the so-called “Mad Pooper” – who repeatedly used a Colorado home’s lawn as a restroom – can stop now, police say.

A staff writer with Deadspin reported that the public information officer with the Colorado Springs Police Department told him to stop calling regarding the defecating female jogger whose story went viral in September.

However, Lt. Howard Black told Fox News on Wednesday that it’s “absurd” that anyone would be discouraged from calling the department about a story and an incident.

“There is no update. I am just not going to be doing interviews,” he added. “Our concern is that this individual be identified.”

Black said that while he understands the bathroom humor behind the story, he wants to determine if the female jogger has mental health issues and, if so, get her any help she needs.

The story of the so-called “Mad Pooper” went viral last month when Cathy Budde told police an unidentified woman had been defecating in front of her house for at least seven weeks.

Budde told KKTV at the time that her children even caught the jogger squatting with her pants down in front of the house.

Colorado Springs cops said they were searching for the mysterious woman, and that the search continues.

Black said Wednesday that after the story broke there have been no more reports of the jogger defecating in front of homes.","‘Mad Pooper’ inquiries should stop now, Colorado police say",https://www.foxnews.com/us/2017/10/04/mad-pooper-inquiries-should-stop-now-colorado-police-say.html
1,"['cases', 'reported', 'outbreak', 'widespread', 'scrambling', 'fatal', 'officials', 'health', 'spreading', 'typically', 'contact', 'report', 'plague', 'pneumonic', 'madagascar']","nextprevOfficials are struggling to contain a widespread and deadly outbreak of the plague that’s been wreaking havoc in Madagascar since late August.
At least 45 deaths have been attributed to the outbreak, with more than 385 confirmed cases reported in 27 out of the country’s 114 districts.
WHO said cases of the plague typically begin popping up between September and April, but the current outbreak started even earlier and has struck in major cities like Antananarivo and Toamasina.
The outbreak has been traced back to a 31-year-old man who died while on a public service vehicle in eastern Madagascar.
As of Sunday, Seychelles national air carrier announced that it had temporarily suspended services between the region and Madagascar.","next

prev

Officials are struggling to contain a widespread and deadly outbreak of the plague that’s been wreaking havoc in Madagascar since late August. At least 45 deaths have been attributed to the outbreak, with more than 385 confirmed cases reported in 27 out of the country’s 114 districts.

The outbreak is worrisome because a majority of the confirmed illnesses include cases of the pneumonic plague, which can be transmitted through the air when an infected person coughs, and is 100 percent fatal if left untreated.

OPIOID CRISIS: RESEARCHERS EMPLOY NEW METHOD TO TRACK OVERDOSES

In response, the Malagasy Red Cross said it mobilized 700 volunteers to work on community education, tracing people who have been in contact with plague victims and other health initiatives. On the ground, authorities have been taking measures against citizens spreading false information about the outbreak on social media, including at least one arrest for a false report posted on Facebook, BBC News reported.

Last week, the World Health Organization (WHO) delivered 1.2 million doses of antibiotics to the island and authorized $1.5 million in funding to help combat the illness, Business Insider reported. Authorities have placed a ban on large public gatherings in the capital, while the government has been working to disinfect school classrooms and hand out surgical masks. Prison visits in the worst hit areas have also been suspended.

SECOND MICHIGAN MOM IN COURT OVER REFUSAL TO VACCINATE CHILD

Madagascar typically sees around 400 cases of the bubonic plague each year, with the illness typically spread through flea bites and contact with infected bodily fluids. WHO said cases of the plague typically begin popping up between September and April, but the current outbreak started even earlier and has struck in major cities like Antananarivo and Toamasina.

“The risk of the disease spreading is high at national level because it is present in several towns and this is just the start of the outbreak,” a WHO official said, according to BBC News.

The outbreak has been traced back to a 31-year-old man who died while on a public service vehicle in eastern Madagascar. Two others who had come into contact with the man later died. It gained widespread attention following the September death of a Seychellois basketball coach who had traveled to Madagascar for a tournament. As of Sunday, Seychelles national air carrier announced that it had temporarily suspended services between the region and Madagascar.

Reuters and The Associated Press contributed to this report.",Fatal plague outbreak in Madagascar: Pneumonic plague has health officials scrambling,https://www.foxnews.com/health/2017/10/11/fatal-plague-outbreak-in-madagascar-pneumonic-plague-has-health-officials-scrambling.html
2,"['trump', 'border', 'president', 'report', 'korean', 'visit']",,,Report: President Trump to visit Korean border,http://video.foxnews.com/v/5605596439001/
3,"['tarnishes', 'hollywood', 'walked', 'timesits', 'weinsteins', 'harassment', 'tarnished', 'valerie', 'democratic', 'talk', 'washington', 'sexual', 'scandal', 'weinstein', 'party', 'taint']","By Valerie Richardson - The Washington TimesIt’s hard to say which entity has been more badly tarnished by the Harvey Weinstein sexual harassment accusations: the Democratic Party or Hollywood.
An entertainment insider who played heavily in politics, Mr. Weinstein has managed to taint them both with a scandal that has contributed to the perception that neither Democrats nor Hollywood has walked the talk on sexual harassment.","By Valerie Richardson - The Washington Times

It’s hard to say which entity has been more badly tarnished by the Harvey Weinstein sexual harassment accusations: the Democratic Party or Hollywood.

An entertainment insider who played heavily in politics, Mr. Weinstein has managed to taint them both with a scandal that has contributed to the perception that neither Democrats nor Hollywood has walked the talk on sexual harassment.","Weinstein's Sexual Harassment Scandal Tarnishes Hollywood, Democratic Party",http://nation.foxnews.com/2017/10/11/weinsteins-sexual-harassment-scandal-tarnishes-hollywood-democratic-party#commenting
4,"['workout', 'frame', 'usa', 'sarah', 'weight', 'wasnt', 'trainer', 'thick', 'comments', 'needs', 'responds', 'gaines', 'segment', 'today', 'fitness', 'fatshaming']","On Oct. 7, Boston-based fitness instructor and Fit University founder Sarah Gaines was thrilled to lead an at-home body weight workout on Facebook LIVE for USA Today’s 8.5 million fans.
🙏 #fituniversity A post shared by Sarah Gaines (@sarahjgaines) on Aug 8, 2017 at 8:52am PDT“She needs to be doing it with them lol,” added another.
While the criticisms were certainly distracting, Gaines wasn’t going to let it shake her, and kept leading the workout with her signature cheery can-do attitude.
And while not all the comments were mean-spirited, the fitness pro was quick to defend herself from the ones that were.
Medical experts have long noted that a thin frame doesn’t necessarily indicate good health, nor does a thicker frame indicate poor wellness habits.","On Oct. 7, Boston-based fitness instructor and Fit University founder Sarah Gaines was thrilled to lead an at-home body weight workout on Facebook LIVE for USA Today’s 8.5 million fans.

Stretching and jumping around to get warmed up for the 20-minute routine, it wasn’t long before negative comments about her frame started pouring in – in real time.

“But the instructor is thick,” one user wrote.

WOMAN TAKES SELFIES WITH CATCALLERS, TURNS THEM INTO VIRAL INSTAGRAM ACCOUNT

“OMG! She needs to lose a lot of weight,” another detractor chimed in.

Pause, breathe, notice, feel. 🙏 #fituniversity A post shared by Sarah Gaines (@sarahjgaines) on Aug 8, 2017 at 8:52am PDT

“She needs to be doing it with them lol,” added another.

While the criticisms were certainly distracting, Gaines wasn’t going to let it shake her, and kept leading the workout with her signature cheery can-do attitude. The video eventually racked up more than 59,000 views and 17,000 comments over the next three days. And while not all the comments were mean-spirited, the fitness pro was quick to defend herself from the ones that were.

CROSSFIT MOM DOES ADORABLE WORKOUT WITH HER 6-MONTH-OLD BABY

“I’m a bit thick, for sure. But fat? Really guys?” she wrote in a blog post.

“The majority of mainstream media, with a few recent exceptions, has made us believe that to be fit means to be thin and ‘toned,’” Gaines told The Daily Meal. “While we're starting to see a shift in that mindset, the comments made during the workout were a reminder that we have a ways to go.”

She’s not wrong. Medical experts have long noted that a thin frame doesn’t necessarily indicate good health, nor does a thicker frame indicate poor wellness habits.

FOLLOW US ON FACEBOOK FOR MORE FOX LIFESTYLE NEWS

“It’s up to us as fitness and health professionals to make an active effort to remind ourselves and others of that,” Gaines added.",Fitness trainer responds to fat-shaming after USA Today segment,https://www.foxnews.com/lifestyle/2017/10/10/fitness-trainer-responds-to-fat-shaming-after-usa-today-segment.html
5,"['espns', 'network', 'tweets', 'weeks', 'trump', 'cowboys', 'hill', 'president', 'jemele', 'national', 'twitter', 'players', 'called', 'espn', 'suspended']","Jemele Hill, the controversial ESPN anchor who called for fans to boycott the NFL after labeling President Trump a “white supremacist” on Twitter, has been suspended for two weeks by the network.
“Jemele Hill has been suspended for two weeks for a second violation of our social media guidelines.
""Jemele Hill has been suspended for two weeks for a second violation of our social media guidelines.
Hill was in the middle of a national story when she criticized President Trump on Twitter last month.
Hill was also suspended nearly a decade ago when she compared Boston Celtics fans to Nazis in a blog on ESPN’s website in 2008.","Jemele Hill, the controversial ESPN anchor who called for fans to boycott the NFL after labeling President Trump a “white supremacist” on Twitter, has been suspended for two weeks by the network.

Hill violated the company’s social media guidelines a second time, according to ESPN, after she called on fans to take indirect action against the Dallas Cowboys after owner Jerry Jones told players they would be benched if they didn't stand up during the national anthem.

“Change happens when advertisers are impacted,” Hill wrote. “If you strongly reject what Jerry Jones said, the key is his advertisers.”

Hill wasn’t formally punished for mocking Trump on Twitter, but ESPN took action when she called for fans to boycott the Cowboys’ advertisers.

“Jemele Hill has been suspended for two weeks for a second violation of our social media guidelines. She previously acknowledged letting her colleagues and company down with an impulsive tweet. In the aftermath, all employees were reminded of how much individual tweets may reflect negatively on ESPN and that such action would have consequences. Hence this decision,” an ESPN spokesman said in a statement.

In response, Hill's co-host on “SC6,” Michael Smith, chose to sit out Monday night's broadcast, in a “mutual” decision with ESPN, The Wrap reported.

Other supporters of Hill said they were outraged. Rev. Al Sharpton said the suspension “should NOT go unanswered. ESPN and advertisers will hear from us!”

Rosie O'Donnell tweeted “We are with you,” adding the hashtag #systemicRACISM.

""Jemele Hill has been suspended for two weeks for a second violation of our social media guidelines. She previously acknowledged letting her colleagues and company down with an impulsive tweet."" - ESPN spokesman

Jones issued his edict before the Cowboys' game Sunday against the Green Bay Packers. It came after amid a backlash against players “taking a knee” during the national anthem, driven in part by President Trump's angry denouncement of what some players called legitimate social protest.

“I know this, we cannot ... in the NFL in any way give the implication that we tolerate disrespecting the flag,” Jones said. “We know that there is a serious debate in this country about those issues, but there is no question in my mind that the National Football League and the Dallas Cowboys are going to stand up for the flag. So we're clear.”

Jones’ comments, the strongest made on the anthem controversy, came after he was asked about Vice President Mike Pence leaving the game in Indianapolis early after several San Francisco 49ers players took a knee during the national anthem. Hill, an outspoken liberal, tweeted that Jones “has created a problem for his players, specifically the black ones… If they don't kneel, some will see them as sellouts.”

The ESPN host wrote, “By drawing a line in the sand, Jerry put his players under more scrutiny and threw them under the bus... If the rationale behind JJ's stance is keeping the fanbase happy, make him see that he is underestimated how all of his fanbase feels.”

She urged “paying customers” to “boycott his advertisers” if they didn’t agree with Jones’ comments. Hill quoted a list of Cowboys’ advertisers in one of her tweets and sent a message to her 760,000-plus Twitter followers.

ESPN, the network that employs Hill, agreed to pay $15.2 billion in 2011 to air the NFL’s “Monday Night Football,” according to The New York Times. The NFL and its content are obviously extremely valuable to ESPN and Hill's latest violation will cost her two weeks of work.

ESPN declined comment regarding whether or not Hill will be paid during the suspension. The NFL declined comment when reached by Fox News.

Hill, who currently has a pair of photographs with former President Barack and Michelle Obama pinned atop her Twitter feed, co-hosts “SC6,” a relatively new version of the network’s flagship show, SportsCenter.

Hill was in the middle of a national story when she criticized President Trump on Twitter last month. Her tweets caught the attention of the White House and Press Secretary Sarah Sanders, who said she considered the rhetoric a “fireable offense.” Trump even took to Twitter himself to mock ESPN and demand an apology.

“Donald Trump is a white supremacist who has surrounded himself with other white supremacists,” Hill wrote on Sept 11. She called him “the most ignorant, offensive president of my lifetime.” Hill also called Trump a “bigot,” and “unqualified and unfit to be president.” She even added: “If he were not white, he never would have been elected.”

There was speculation that ESPN wanted to sideline Hill for one episode of “SC6” as a result of the Trump tweets but her co-host, Michael Smith, refused to do the show without her. Citing “two sources familiar with the situation,” Think Progress reported last month that ESPN executives reached out to other black hosts to fill in. According to the website, ESPN scrapped the idea when two African-American ESPN hosts declined to fill in for Hill and Smith. The outspoken duo hosted the show that night. ESPN denied that it attempted to find alternative hosts.

Hill eventually admitted that she cried over the situation in a meeting with ESPN President John Skipper, but didn't exactly apologize to Trump or his supporters.

“Since my tweets criticizing President Donald Trump exploded into a national story, the most difficult part for me has been watching ESPN become a punching bag and seeing a dumb narrative kept alive about the company’s political leanings,” Hill wrote.

“It was the first time I had ever cried in a meeting. I didn’t cry because Skipper was mean or rude to me. I cried because I felt I had let him and my colleagues down,” Hill wrote in a commentary on the ESPN site The Undefeated.

Jones and the rest of the Cowboys kneeled arm-in-arm before the national anthem before a game against the Arizona Cardinals two weeks ago, days after Trump reignited the anthem-protest controversy with a series of tweets. Former 49ers quarterback Colin Kaepernick started kneeling during the Anthem last season in protest of what he believed were instances of racial injustice in the U.S. He is currently out of the league and many feel his political stance is why no team has given him an opportunity to play in 2017.

Back in 2014, ESPN suspended Bill Simmons for criticizing NFL commissioner Roger Goodell. The following year his contract was not renewed by the network. Hill was also suspended nearly a decade ago when she compared Boston Celtics fans to Nazis in a blog on ESPN’s website in 2008.",ESPN’s Jemele Hill suspended from network for two weeks,https://www.foxnews.com/entertainment/2017/10/09/espn-s-jemele-hill-suspended-from-network-for-two-weeks.html
6,"['version', 'saw', 'old', 'politicstheres', 'dont', 'stephen', 'write', 'mix', 'cant', 'real', 'politics', 'teach', 'woody']","By Stephen Moore, Real Clear PoliticsThere's a famous Woody Allen joke: ""Those who can't do teach, and those who can't teach teach gym.""
Well, here's a modernized version of that old saw: Those who can't do write, and those who can't write write about sports.","By Stephen Moore, Real Clear Politics

There's a famous Woody Allen joke: ""Those who can't do teach, and those who can't teach teach gym.""

Well, here's a modernized version of that old saw: Those who can't do write, and those who can't write write about sports.",Why Sports and Politics Don't Mix,http://nation.foxnews.com/2017/10/10/why-sports-and-politics-dont-mix
7,"['tucker', 'takes', 'supporter', 'really', 'antifa', 'left', 'justified', 'vs', 'violence', 'free', 'icymi', 'professor', 'speech', 'political', 'proantifa']",Tucker takes on a pro-Antifa professor over free speech and violence of the Left and whether political violence is justified.,Tucker takes on a pro-Antifa professor over free speech and violence of the Left and whether political violence is justified. #Tucker,ICYMI: Tucker vs Antifa supporter: Are You Really a Professor?,http://nation.foxnews.com/2017/09/18/icymi-tucker-vs-antifa-supporter-are-you-really-professor
8,"['hannity', '2017']",,,"Hannity - October 9, 2017",https://video.foxnews.com/v/5603409740001/?playlist_id=5556999982001
9,"['officers', 'horror', 'california', 'cops', 'viral', 'person', 'pose', 'gainesville', 'factor', 'film', 'posted', 'red', 'lincoln', 'fun', 'inspired', 'department']","The officers are seen following a line of doughnuts leading to a sewer grate with a red balloon tied to it.
“Always good when cops can laugh and poke fun at their own stereotypes!
The viral photo follows the viral selfie by Gainesville police officers during Hurricane Irma recovery in Florida.
Several police departments in the U.S. have since joined in on the fun and posted their own selfies.
The Gainesville Police Department also shared Lincoln Police Department’s photo with the caption: They keep getting better and better.”","Move over Gainesville “hot cops” – these California police officers are getting the laughs, likes and shares for their parody photo of Stephen King’s “It.”

The Lincoln Police Department posted a photo on Friday showing four officers doing their rendition of the horror movie that hit theaters last week. The officers are seen following a line of doughnuts leading to a sewer grate with a red balloon tied to it.

“OK, Gainesville had the ""hot cops"" and Loudon had the ""cop on a bucket"" so the Lincoln (CA) Police Department decided to join the fun,” the department wrote in the photo’s caption. “Clown – ‘Hey guys, I have donuts down here!’”

The post has amassed more than 132,000 reactions, 152,000 shores and nearly 14,000 comments as of Sunday morning.

“This is the best one yet! You win Lincoln Police!” one person commented.

“Always good when cops can laugh and poke fun at their own stereotypes! Lol,” another person wrote.

For those who are unfamiliar with the book-turned-movie, Pennywise, the child-eating clown who lives in sewers, uses the red balloons as a calling card.

The viral photo follows the viral selfie by Gainesville police officers during Hurricane Irma recovery in Florida. Several police departments in the U.S. have since joined in on the fun and posted their own selfies.

The Gainesville Police Department also shared Lincoln Police Department’s photo with the caption: They keep getting better and better.”",'It' factor: California cops pose for viral photo inspired by horror film,https://www.foxnews.com/us/2017/09/17/it-factor-california-cops-pose-for-viral-photo-inspired-by-horror-film.html
