,KEYWORDS,SUMMARY,TEXT,TITLE,URL
0,"['wider', 'футболроссия', 'bug', 'death', 'фифа', 'love', 'низкое', 'на', 'опустилась', 'рекордно', 'imagelife', 'место', 'в', 'рейтинге', 'ethiopia']",THE WIDER IMAGELife after death for the 'Love Bug' in Ethiopia,"THE WIDER IMAGE

Life after death for the 'Love Bug' in Ethiopia",ФУТБОЛ-Россия опустилась на рекордно низкое место в рейтинге ФИФА,https://www.reuters.com/article/sportsNews/idRUKBN1CL12X-ORUSP
1,"['wider', 'bug', 'death', 'love', '台風２２号接近太平洋側で大雨', 'imagelife', 'ethiopia']",THE WIDER IMAGELife after death for the 'Love Bug' in Ethiopia,"THE WIDER IMAGE

Life after death for the 'Love Bug' in Ethiopia",台風２２号接近、太平洋側で大雨,https://www.reuters.com/article/idJP2017102901001112
2,"['ロシア中銀政策金利825に引き下げ年内追加利下げの可能性', 'wider', 'bug', 'death', 'love', 'imagelife', 'ethiopia']",THE WIDER IMAGELife after death for the 'Love Bug' in Ethiopia,"THE WIDER IMAGE

Life after death for the 'Love Bug' in Ethiopia",ロシア中銀、政策金利8.25％に引き下げ　年内追加利下げの可能性,https://www.reuters.com/article/russia-rate-cut-idJPKBN1CW1I7
3,"['produced', 'rampant', 'uncertainty', 'sacrifices', 'recession', 'ongoing', 'shortages', 'venezuelans', 'view', 'state', 'venezuelas', 'transcript', 'misery']","Daily life for Venezuelans is marked by hunger, sacrifices and uncertainty after years of ongoing shortages, rampant inflation and economic recession.
Produced by Canice Leung.
▲ Hide Transcript▶ View Transcript","Daily life for Venezuelans is marked by hunger, sacrifices and uncertainty after years of ongoing shortages, rampant inflation and economic recession. Produced by Canice Leung.

▲ Hide Transcript

▶ View Transcript",Venezuela's state of misery,https://www.reuters.com/video/2017/03/03/venezuelas-state-of-misery?videoId=369468007&videoChannel=118069&channelName=Moving+Pictures
4,['国际财经'],,,国际财经,https://cn.reuters.com/news/internationalbusiness
5,"['points', 'wound', 'italy', 'tells', 'commission', 'billion', 'bank', 'euros', 'casini', 'siena', 'chairman', 'improper', 'paper', 'inquiry', 'banks', 'certainly', 'italian', 'behavior', 'commissions']","MILAN (Reuters) - A new investigation of Italian banking scandals by a parliamentary commission has already revealed some improper behavior, the commission’s chairman, Pier Ferdinando Casini, told the newspaper La Repubblica in an interview.
The entrance of Monte Dei Paschi di Siena is seen in San Gusme near Siena, Italy, September 29, 2016.
REUTERS/Stefano RellandiniThe cross-party commission, comprising 40 parliamentarians, was set up to look into the scandals and crises that have rocked Italian banks in recent years.
The role of the Bank of Italy and market watchdog Consob, which share supervision of the sector, is expected to come under scrutiny.
Critics have accused both the Bank of Italy and Consob of failing in their oversight duties - allegations both bodies have rejected.","MILAN (Reuters) - A new investigation of Italian banking scandals by a parliamentary commission has already revealed some improper behavior, the commission’s chairman, Pier Ferdinando Casini, told the newspaper La Repubblica in an interview.

The entrance of Monte Dei Paschi di Siena is seen in San Gusme near Siena, Italy, September 29, 2016. REUTERS/Stefano Rellandini

The cross-party commission, comprising 40 parliamentarians, was set up to look into the scandals and crises that have rocked Italian banks in recent years.

“Only the commission as a whole will be able to make a final judgment, but indications of improper behavior have certainly been found,” Casini said in the interview published on Sunday.

Casini said the initial findings pointed to a “network of complicity” that resulted in offers of employment and consultancy jobs.

“It’s certainly not a good thing seeing Bank of Italy directors quickly take up top positions at the banks that were the target of inquiries,” Casini said. “If this had happened to a politician, it would certainly have triggered a chorus of deserved criticism.”

The cross-party commission has the same investigative powers as the magistrature, although it has little to reach conclusions before the legislature ends. The role of the Bank of Italy and market watchdog Consob, which share supervision of the sector, is expected to come under scrutiny.

The government has had to spend more than 20 billion euros ($23.22 billion) this year to prop up the sector, injecting 5.4 billion euros to salvage Italy’s fourth-biggest bank, Monte dei Paschi di Siena (BMPS.MI), and offering billions of euros in guarantees as it wound down two major banks in the Veneto region.

Four other, smaller banks were wound down in 2015, hitting thousands of small savers.

Critics have accused both the Bank of Italy and Consob of failing in their oversight duties - allegations both bodies have rejected.

Casini said, however, that the initial findings also showed how many of the judiciary investigations had been triggered by inspections launched by the Bank of Italy itself.

“It’s a mix bag of positives and negatives. We need to understand which had dominated,” he said.

Asked about a risk that the inquiry could serve only as electoral propaganda before a forthcoming election, Casini said he had voiced the same concerns when the commission was set up but now would seek to guarantee that it does not become “political battleground”.

($1 = 0.8615 euros)","Italian bank inquiry points to improper behavior, commission's chairman tells paper",https://www.reuters.com/article/us-eurozone-banks-italy-inquiry/italian-bank-inquiry-points-to-improper-behavior-commissions-chairman-tells-paper-idUSKBN1CY0IZ?il=0
6,"['cuts', 'states', 'income', 'taxes', 'ny', 'suffer', 'say', 'trump', 'tax', 'republican', 'salt', 'york', 'residents', 'california', 'governors', 'deduction']","NEW YORK (Reuters) - New York and California’s Democratic governors said on Friday residents would face hefty tax increases and some would leave their states under a proposal in the Republican tax plan that would eliminate state and local tax (SALT) deductions on federal income tax.
If the SALT deduction were eliminated the tax package would disproportionately hit residents of states that have high income taxes, many of which are historically Democratic, the governors said.
“This is an attack on California, New York and New Jersey, and other states that would not vote for Trump,” Brown said.
“It’s a gross manipulation of our tax code.”The SALT deduction allows residents to subtract income taxes paid to states and local governments from the total income taxed by the federal government taxes.
“However, municipal bonds issued by high tax states and localities would likely become even more valuable to investors, and there could be stronger demand from retail investors, bringing yields and muni-Treasury ratios down,” Barclays said.","NEW YORK (Reuters) - New York and California’s Democratic governors said on Friday residents would face hefty tax increases and some would leave their states under a proposal in the Republican tax plan that would eliminate state and local tax (SALT) deductions on federal income tax.

New York Governor Andrew Cuomo speaks during an announcement at The Moynihan Train Hall in New York City, U.S., August 17, 2017. REUTERS/Brendan McDermid

Andrew Cuomo of New York and Jerry Brown of California spoke in a joint conference call a day after the Republican-controlled U.S. House of Representatives passed a measure that advanced President Donald Trump’s tax plan.

Republican leaders have sketched out an outline of the tax measures that would eliminate the tax break, although detailed legislation will not be unveiled until next Wednesday.

If the SALT deduction were eliminated the tax package would disproportionately hit residents of states that have high income taxes, many of which are historically Democratic, the governors said.

“This is an attack on California, New York and New Jersey, and other states that would not vote for Trump,” Brown said. “It’s a gross manipulation of our tax code.”

The SALT deduction allows residents to subtract income taxes paid to states and local governments from the total income taxed by the federal government taxes. Its elimination would be one among a series of measures to offset lost revenues from what are envisaged as sweeping overall cuts on corporate and personal taxes.

FILE PHOTO - California Governor Jerry Brown speaks in Sacramento, California, U.S. on January 9, 2014. REUTERS/Max Whittaker/File Photo

While analysts say the overall tax package would cut taxes for companies and individuals by up to $6 trillion over the next decade, many residents of high-tax states who use the deduction would pay more, the governors said.

In New York, taxpayers would pay an average of an additional $5,300 in federal income taxes a year without the SALT deduction, Cuomo’s office said in a separate statement.

That sharp increase in taxes would likely lead to an exodus of residents, starting with high earners, who would see the greatest increases, Cuomo said. “Higher-income people will move,” he said.

Some Republican lawmakers from high-tax states voted against the budget measure on Thursday to express opposition to the elimination of the SALT deduction. Republican congressional leaders are working to allay their concerns.

“If the SALT is repealed, we would expect some deterioration of credit quality for affected states and localities in the medium term, including some price pressure on housing markets in areas bordering states with lower local taxes (eg, southern New Jersey),” Barclays analysts wrote to clients on Thursday.

“However, municipal bonds issued by high tax states and localities would likely become even more valuable to investors, and there could be stronger demand from retail investors, bringing yields and muni-Treasury ratios down,” Barclays said.","NY, California governors say residents would suffer under Trump tax cuts",http://www.reuters.com/article/us-usa-tax-governors/ny-california-governors-say-residents-would-suffer-under-trump-tax-cuts-idUSKBN1CW2UU?feedType=RSS&amp;feedName=politicsNews
7,"['catalan', 'unified', 'spanish', 'regional', 'poll', 'depths', 'parties', 'hundreds', 'barcelona', 'central', 'division', 'spain', 'shows', 'independence', 'thousands', 'called']","BARCELONA (Reuters) - Hundreds of thousands of supporters of a unified Spain filled Barcelona’s streets on Sunday in one of the biggest shows of force yet by the so-called silent majority that has watched as regional political leaders push for Catalan independence.
Pro-unity supporters take part in a demonstration in central Barcelona, Spain, October 29, 2017.
Spain’s central government called an election for Dec. 21 on Friday after sacking Catalonia’s president Carles Puigdemont, dissolving its parliament and dismissing its government.
Pro-unity demonstrators wave the Spanish and Catalan flags as they gather in Barcelona, Spain, October 28, 2017.
European countries, the United States and Mexico have also rejected the Catalan declaration of independence and expressed support for Spain’s unity.","BARCELONA (Reuters) - Hundreds of thousands of supporters of a unified Spain filled Barcelona’s streets on Sunday in one of the biggest shows of force yet by the so-called silent majority that has watched as regional political leaders push for Catalan independence.

Pro-unity supporters take part in a demonstration in central Barcelona, Spain, October 29, 2017. REUTERS/Yves Herman

Political parties opposing a split by Catalonia from Spain had a small lead in an opinion poll published on Sunday, the first since Madrid called a regional election to try to resolve the country’s worst political crisis in four decades.

Polls and recent elections have shown that about half the electorate in the wealthy northeastern region, which is already autonomous, oppose secession from Spain, but a vocal independence movement has brought the current crisis to a head.

Spain’s central government called an election for Dec. 21 on Friday after sacking Catalonia’s president Carles Puigdemont, dissolving its parliament and dismissing its government. That followed the assembly’s unilateral declaration of independence in a vote boycotted by three national parties.

The regional government claimed it had a mandate to push ahead with independence following an unofficial referendum on Oct. 1 which was ruled illegal under Spanish law and mostly boycotted by unionists.

Waving thousands of Spanish flags and singing “Viva España”, protesters on Sunday turned out in the largest display of support for a united Spain since the beginning of the crisis -- underlining the depth of division in Catalonia itself.

“I‘m here to defend Spanish unity and the law,” said Alfonso Machado, 55, a salesman standing with a little girl with Spanish flags in her hair.

“Knowing that in the end there won’t be independence, I feel sorry for all the people tricked into thinking there could be and the divisions they’ve driven through Catalan society.”

SLIGHT UNIONIST LEAD

The poll of 1,000 people by Sigma Dos for newspaper El Mundo, which opposes independence, showed anti-independence parties winning 43.4 percent support and pro-independence parties 42.5 percent.

The survey was taken from Monday to Thursday, just as the central government prepared to take control of Catalonia.

Madrid said on Saturday that secessionist politicians, including Puigdemont, were free to take part in the Dec. 21 election. The hardline CUP has been unclear if it would.

With weeks still to go before that date, the poll showed the CUP, kingmaker for the pro-secessionists in the dismissed 135-seat parliament, would win seven seats, down from a current 10.

Pro-unity demonstrators wave the Spanish and Catalan flags as they gather in Barcelona, Spain, October 28, 2017. REUTERS/Yves Herman

The pro-independence coalition Junts pel Si, which held 62 seats previously, was split into parties PDeCat and ERC for the poll as they are unlikely to run on a single platform. The two parties would win between 54 and 58 seats in total, the poll showed.

In a speech at Sunday’s unity rally, former European Parliament president Josep Borrell called for voters to turn out en masse in December to ensure independence supporters lose their stranglehold on the regional parliament.

“Maybe we’re here because many of us during elections didn’t go and vote. Now we have a golden opportunity. This time, nobody should stay at home,” Borrell said to cheering crowds.

DAMAGE TO CATALONIA

Slideshow (4 Images)

Puigdemont, speaking from the Catalan nationalist stronghold of Girona on Saturday, called for peaceful opposition to Madrid’s takeover. But he was vague on precisely what steps the secessionists would take as Spanish authorities move into Barcelona to enforce control.

European countries, the United States and Mexico have also rejected the Catalan declaration of independence and expressed support for Spain’s unity.

But emotions are running high and the next few days will be tricky for Madrid as it embarks on enforcing direct rule and putting officials in administrative roles. National police were accused of heavy-handedness during the Oct. 1 referendum.

Officers of the regional police force, called the Mossos d‘Esquadra in Catalan, were stationed in main public and government buildings on Sunday.

But the force is believed to have divided loyalties. The central government has removed the Mossos’ chief, Josep Lluis Trapero, and said units could be replaced if warranted.

The main secessionist group, the Catalan National Assembly, has urged civil servants not to follow orders from the central government and to mount “peaceful resistance”, while the pro-independence trade union CSC has called a strike.

Since the return of democracy in the late 1970s Spain has suffered several traumatic episodes, including an attempted military coup in 1981, a violent Basque separatist conflict, and more recently an economic crisis. The Catalan issue is however the biggest challenge to the territorial integrity of what is now a progressive European Union nation.

The chaos has also prompted an exodus of businesses from Catalonia, which contributes about a fifth of Spain’s economy, the fourth-largest in the euro zone. Tourism in hugely popular Barcelona has been hit and markets have darted up and down on the fast-moving developments.

European leaders have also denounced the push, fearing it could fan separatist sentiment around the continent.","Hundreds of thousands march for unified Spain, poll shows depths of division",https://www.reuters.com/article/spain-politics-catalonia-poll/hundreds-of-thousands-march-for-unified-spain-poll-shows-depths-of-division-idINKBN1CY06U
8,"['million', 'decision', 'statement', 'chevron', 'owned', 'gas', 'subsidiaries', 'drops', 'bangladesh', 'energy', 'sell', 'wholly', 'leave']","DHAKA (Reuters) - The U.S. oil company Chevron (CVX.N) will not sell three subsidiaries and leave Bangladesh as planned, Chevron said on Sunday.
FILE PHOTO: A Chevron gas station sign is shown in Cardiff, California, in this January 25, 2016 photo.
Chevron did not give a reason for reversing its decision.
Rather than leaving, Chevron will invest $400 million at Bibiyana, the country’s largest gas field, said Nasrul Hamid, Bangladesh’s junior minister for power, energy and mineral resources.
Chevron formally conveyed its intention to stay in Bangladesh in a letter last week, Hamid said.","DHAKA (Reuters) - The U.S. oil company Chevron (CVX.N) will not sell three subsidiaries and leave Bangladesh as planned, Chevron said on Sunday.

FILE PHOTO: A Chevron gas station sign is shown in Cardiff, California, in this January 25, 2016 photo. REUTERS/Mike Blake/File Photo

Chevron had said in April it would sell to China’s Himalaya Energy Co. the wholly owned subsidiaries that operate three gas fields, which together account for 58 percent of Bangladesh’s gas production.

Chevron “will not be proceeding with an agreement to sell the shares of its wholly owned indirect subsidiaries,” Cameron Van Ast, Chevron’s external affairs advisor for Asia and the Pacific, said in a statement sent to Reuters on Sunday.

“Chevron has decided to retain these assets and will continue to work with our partners Petrobangla and the government of Bangladesh to provide reliable and affordable energy to the nation,” the statement said.

Chevron did not give a reason for reversing its decision.

Rather than leaving, Chevron will invest $400 million at Bibiyana, the country’s largest gas field, said Nasrul Hamid, Bangladesh’s junior minister for power, energy and mineral resources. Bibiyana produces 1,250 million cubic feet of gas a day.

Chevron formally conveyed its intention to stay in Bangladesh in a letter last week, Hamid said.",Chevron drops decision to leave Bangladesh,https://www.reuters.com/article/us-bangladesh-chevron/chevron-drops-decision-to-leave-bangladesh-idUSKBN1CY0FX?il=0
9,"['snap', 'leans', 'jakobsdottir', 'iceland', 'social', 'coalition', 'leader', 'party', 'opposition', 'independence', 'prime', 'election', 'minister', 'leftist']","Still, the composition of any coalition government remained uncertain, as the president had not yet mandated a party to form one.
The Independence Party members and supporters react as they watch the first results of the snap parliamentary election in Reykjavik, Iceland October 28, 2017.
The Independence Party, the main partner in the current government coalition, lost 4 percentage points from last year’s election to take 25 percent of the vote.
Slideshow (6 Images)Asked during the TV debate if the Independence Party would get the chance to form a new government, Benediktsson said: ”I think so.
The new Centre Party, which was formed in September by former Prime Minister Gunnlaugsson, won 11 percent of the votes.","REYKJAVIK (Reuters) - Icelanders, angry over a string of political scandals, ousted their center-right government in an election that could pave the way for a charismatic young opposition leader to form a left-leaning coalition, final vote counts showed on Sunday.

(L-R) Sigmundur David Gunnlaugsson, former Prime Minister and the leader of the Centre Party, Katrin Jakobsdottir, the leader of the Left-Green Movement, Bjarni Benediktsson, Prime Minister and the leader of the Independence party, Hrafn Gunnarsson, one of the Pirate Party leaders and Inga Saeland, the leader of The People's Party appear on the national television during the election night Reykjavik, Iceland, October 29, 2017. REUTERS/Geirix

With the defeat of incumbent Prime Minister Bjarni Benediktsson’s coalition government, his main opponent, the Left-Green Movement’s Katrin Jakobsdottir, is likely to get a chance to form a narrow majority in parliament.

Still, the composition of any coalition government remained uncertain, as the president had not yet mandated a party to form one.

The Nordic island of 340,000 people, one of the countries hit hardest by the 2008 financial crisis, has staged a remarkable economic rebound spurred by a tourism boom.

Benediktsson called the snap election in September, after less than a year in government, as a scandal involving his father prompted the Bright Future party to drop out of his ruling coalition, citing a breach of trust.

The previous government was defeated last year following revelations in the Panama Papers about then-Prime Minister Sigmundur David Gunnlaugsson’s use of offshore tax havens.

In addition to the political scandals, a growing sense of inequality and unease about immigration in one of the world’s most ethnically homogeneous nations have rattled a democracy known for its political and social stability.

After the final vote count, Jakobsdottir, 41, of the Left-Greens stood to gain a narrow majority in parliament with three other opposition parties.

The result showed a Left-Green-led coalition was possible if they joined forces with the Social Democrats, the Progressive Party and the Pirate Party. Together, they would hold 32 of parliament’s 63 seats.

“The opposition has a majority, so that’s a message. But we’ve also talked about that maybe things should be done differently and create a broader government,” Jakobsdottir said in a TV debate on Sunday.

The Independence Party members and supporters react as they watch the first results of the snap parliamentary election in Reykjavik, Iceland October 28, 2017. REUTERS/Geirix

The Left-Greens want to reduce inequality and fund an increase in public health care, education and infrastructure spending by raising taxes for the wealthy and introducing a property tax.

The parliament will be split among eight parties. There are two new parties, and one of the parties in the current tri-party government failed to get enough votes to remain in parliament.

The Independence Party, the main partner in the current government coalition, lost 4 percentage points from last year’s election to take 25 percent of the vote. It remains the biggest party, but the election was the worst since 2009 for a party that has dominated Iceland’s politics for decades, getting support of as much as 40 percent of voters.

Slideshow (6 Images)

Asked during the TV debate if the Independence Party would get the chance to form a new government, Benediktsson said: ”I think so. We are the biggest party, and I think it’s normal that we should be a part of a future government.

“We are attacked as a party that bears responsibility for certain things,” he said. “We are in a new environment, and considering that I am happy with the result.”

His party wants to reduce the national debt and cut taxes on individuals and businesses.

The Left-Greens came in second with 17 percent, up 1 percentage point from last year’s election, and its probable ally the Social Democrats in third with 12 percent, almost doubling its share.

“I think that the opposition with one extra party can create a really strong government,” said Social Democrat leader Logi Einarsson, hinting at the possibility of a five-party government.

The new Centre Party, which was formed in September by former Prime Minister Gunnlaugsson, won 11 percent of the votes.

The Pirate Party, which last year rode a wave of anger against the establishment to become the third biggest party in parliament, stood to get 9 percent of votes in Saturday’s election down from 14 percent last year.",Iceland leans toward leftist government in snap election,https://www.reuters.com/article/worldNews/idAFKBN1CX0QU
