,KEYWORDS,SUMMARY,TEXT,TITLE,URL
0,"['technologyamazon', 'locks', 'packages', 'slip', '金属期市期铜价格持稳因股市动能停滞', 'sell', 'smart']",TechnologyAmazon to sell smart locks so it can slip packages into your home,"Technology

Amazon to sell smart locks so it can slip packages into your home",金属期市：期铜价格持稳，因股市动能停滞,https://www.reuters.com/article/global-metals-idCNL4S1N05LJ
1,"['مصادر', 'دون', 'طائرة', 'technologyamazon', 'بانتمائهم', 'في', 'تقتل', 'locks', 'يشتبه', 'packages', 'slip', 'اليمن', 'طيار', 'للقاعدة', 'sell', 'smart']",TechnologyAmazon to sell smart locks so it can slip packages into your home,"Technology

Amazon to sell smart locks so it can slip packages into your home",مصادر: طائرة دون طيار تقتل 7 يشتبه بانتمائهم للقاعدة في اليمن,https://www.reuters.com/article/topNews/idARAKBN1CU2UB
2,"['technologyamazon', 'börsentickertrivagoaktien', 'locks', 'auf', 'packages', 'rekordtief', 'slip', 'zahlen', 'sell', 'nach', 'smart']",TechnologyAmazon to sell smart locks so it can slip packages into your home,"Technology

Amazon to sell smart locks so it can slip packages into your home",BÖRSEN-TICKER-Trivago-Aktien nach Zahlen auf Rekordtief,https://www.reuters.com/article/mrkte-idDEL8N1N05IQ
3,"['ciento', 'technologyamazon', 'por', 'interés', 'locks', 'sell', 'banco', 'packages', 'brasil', 'relajamiento', 'central', 'slip', 'desacelera', 'tasa', 'monetario', 'smart']",TechnologyAmazon to sell smart locks so it can slip packages into your home,"Technology

Amazon to sell smart locks so it can slip packages into your home","Banco Central de Brasil baja tasa de interés a un 7,5 por ciento, desacelera relajamiento monetario",https://www.reuters.com/article/businessNews/idLTAKBN1CU30S-OUSLB
4,"['dire', 'health', 'video', 'shortage', 'hospitals', 'nurses', 'watch', 'nursing', 'help', 'midst', 'america', 'international', 'hiring']","With the U.S. in the midst of a dire nursing shortage, hospitals across America are hiring international nurses to help.","With the U.S. in the midst of a dire nursing shortage, hospitals across America are hiring international nurses to help.",Health Watch Video,https://www.reuters.com/video/healthwatch
5,"['34', 'investment', 'cape', 'ugandas', 'sector', 'town', 'expects', 'bln', '20', 'billion', 'told', 'oil', 'uganda', 'site', 'townworkers']","CAPE TOWN (Reuters) - Uganda expects investments of $15 billion to $20 billion in its oil industry in the next three to four years, Ernest Rubondo, executive director of Uganda’s petroleum authority, told a conference in Cape Town.
Workers are seen at an oil exploration site in Bulisa district approximately 244km (152 miles) North-West of Kampala January 20, 2012.
REUTERS/Stringer","CAPE TOWN (Reuters) - Uganda expects investments of $15 billion to $20 billion in its oil industry in the next three to four years, Ernest Rubondo, executive director of Uganda’s petroleum authority, told a conference in Cape Town.

Workers are seen at an oil exploration site in Bulisa district approximately 244km (152 miles) North-West of Kampala January 20, 2012. REUTERS/Stringer",Uganda expects up to $20 bln oil sector investment in next 3-4 years,https://www.reuters.com/article/investingNews/idAFKBN1CU0X5-OZABS
6,"['وزنياكي', 'سنغافورة', 'تسحق', 'technologyamazon', 'في', 'locks', 'sell', 'packages', 'slip', 'هاليب', 'قبل', 'وتبلغ', 'النهائي', 'smart']",TechnologyAmazon to sell smart locks so it can slip packages into your home,"Technology

Amazon to sell smart locks so it can slip packages into your home",وزنياكي تسحق هاليب في سنغافورة وتبلغ قبل النهائي,https://www.reuters.com/article/sportsNews/idARAKBN1CU26C
7,"['hacking', 'group', 'equation', 'suspected', 'kaspersky', 'russian', 'software', 'obtained', 'code', 'files', 'reported', 'computer', 'source', 'nsa']","While reviewing the file’s contents, a Kaspersky analyst discovered it contained the source code for a hacking tool later attributed to what Kaspersky calls the Equation Group.
Kaspersky said it assumed the 2014 source code episode was connected to the NSA’s loss of files described in media reports.
Source code, which is normally hidden and gives instructions to computers, would have posed no danger to the Kaspersky customer.
At that time, Reuters cited former NSA employees who said that Equation Group was an NSA project.
The company said Monday it would submit the source code of its software and future updates for inspection by independent parties.","SAN FRANCISCO (Reuters) - Moscow-based antivirus software maker Kaspersky Lab said on Wednesday that its security software had taken source code for a secret American hacking tool from a personal computer in the United States.

A general view shows the headquarters of the anti-virus firm Kaspersky Lab in Moscow, Russia September 15, 2017. REUTERS/Sergei Karpukhin

In September, U.S. officials ordered Kaspersky’s products removed from government computers, saying the firm was vulnerable to Kremlin influence and that using the software could jeopardize national security.

After that announcement, the Wall Street Journal reported on Oct. 5 that hackers working for the Russian government appeared to have targeted a National Security Agency (NSA) worker by using Kaspersky software to identify classified files in 2015. The New York Times reported on Oct. 10 that Israeli officials reported the operation to the United States after they hacked into Kaspersky's network.

The Russian government has denied any involvement.

Kaspersky began an internal inquiry in a bid to restore trust. On Wednesday, it said it had stumbled on the code in 2014 when the consumer version of its popular software flagged a zip file as malicious on a U.S. computer.

While reviewing the file’s contents, a Kaspersky analyst discovered it contained the source code for a hacking tool later attributed to what Kaspersky calls the Equation Group. The software removed the file and the analyst reported the matter to Chief Executive Eugene Kaspersky, who ordered that the copy of the code be destroyed, the company said.

Kaspersky said it assumed the 2014 source code episode was connected to the NSA’s loss of files described in media reports.

“We deleted the archive because we don’t need the source code to improve our protection technologies and because of concerns regarding the handling of classified materials,” said Kaspersky spokeswoman Sarah Kitsos.

Source code, which is normally hidden and gives instructions to computers, would have posed no danger to the Kaspersky customer.

Former employees told Reuters in July that the company had on rare occasions removed uninfected files. Kaspersky spokeswoman Yuliya Shlychkova on Wednesday said removals of such uninfected material happen “extremely rarely.”

Kaspersky said no third parties saw the code, though the media reports said the spy tool had ended up in the hands of the Russian government.

Kaspersky denied the Journal’s report that its programs searched for keywords including “top secret.”

The company said it found no evidence that it had been hacked by Russian spies or anyone except the Israelis, though it suggested others could have obtained the tools by hacking into the American’s computer through a back door it later spotted there.

The NSA declined to comment on Kaspersky’s review.

The new 2014 date of the incident is of interest because Kaspersky only announced its discovery of an espionage campaign by the Equation Group in February 2015. At that time, Reuters cited former NSA employees who said that Equation Group was an NSA project.

Kaspersky’s Equation Group report was one of its most celebrated findings, since it indicated that the group could infect firmware on most computers. That gave the NSA almost undetectable presence.

Shlychkova said the American machine’s files were found before the big Equation Group announcement but after Kaspersky had discovered Equation software on a machine in the Middle East. She said that occurred in March 2014.

Democratic Senator Jeanne Shaheen, who led calls in the U.S. Congress to purge Kaspersky products from federal government networks, on Wednesday sent a letter to DHS acting Secretary Elaine Duke and Director of National Intelligence Dan Coats, urging the U.S. government to declassify information about Kaspersky products.

The step was necessary, Shaheen wrote, “to allow the American people to make informed decisions about risks to their privacy and security.”

Also on Tuesday, Democratic Senator Claire McCaskill sent a separate letter to DHS asking what was being done to ensure federal agencies were complying with the ban on Kaspersky products.

Kaspersky’s consumer anti-virus software has won high marks from reviewers.

The company said Monday it would submit the source code of its software and future updates for inspection by independent parties.",Kaspersky says it obtained suspected NSA hacking code from U.S. computer,https://www.reuters.com/article/technologyNews/idCAKBN1CU0TN-OCATC
8,"['wall', 'retreats', 'think', 'theres', 'street', 'shares', 'waitandsee', 'voya', 'season', 'higher', 'reinhard', 'record', 'number', 'price']","Wall Street wiped out earlier gains after hitting record highs Monday morning on Japanese Prime Minister Shinzo Abe's election win.
Voya Financial's head of asset allocation Barbara Reinhard: SOUNDBITE: BARBARA REINHARD, HEAD OF ASSET ALLOCATION, VOYA FINANCIAL, (ENGLISH) SAYING: ""I think there's a lot of wait-and-see on the earnings season.
I think there's a big wait-and-see approach.
A number of analysts slashed their price targets on the industrial conglomerate, citing a higher probability that it'll cut dividends.
In Europe, a rally in technology and utilities shares nudged the markets higher.","Wall Street wiped out earlier gains after hitting record highs Monday morning on Japanese Prime Minister Shinzo Abe's election win. Telecom led the list of decliners, and GE dragged down the S&P 500. Voya Financial's head of asset allocation Barbara Reinhard: SOUNDBITE: BARBARA REINHARD, HEAD OF ASSET ALLOCATION, VOYA FINANCIAL, (ENGLISH) SAYING: ""I think there's a lot of wait-and-see on the earnings season. You had a number of companies report last week. I think there's a big wait-and-see approach. Some of the price action that we've seen over the last couple of days is companies that have been beating have not necessarily been rewarded."" Hasbro shares dropped. The toymaker issued a weak forecast for the holiday season due to the bankruptcy filing of Toys ""R"" Us, which sells 9 percent of Hasbro's inventory. T-Mobile US shares gained. Quarterly profit at the third largest carrier in the U.S. surged higher, and the company added 595,000 subscribers who pay monthly phone bills. General Electric shares fell. A number of analysts slashed their price targets on the industrial conglomerate, citing a higher probability that it'll cut dividends. In Europe, a rally in technology and utilities shares nudged the markets higher.",Wall Street retreats from record,http://www.reuters.com/video/2017/10/23/wall-street-retreats-from-record?videoId=372803176&amp;feedType=VideoRSS&amp;feedName=Business&amp;videoChannel=5
9,"['united', 'panel', 'foundation', 'women', 'york', 'wonder', 'reuterscom', 'baghdad', 'woman', 'violent', 'thomson']","U.N. rights expert assails Trump administration on press treatment UNITED NATIONS A United Nations rights expert voiced concern on Wednesday that Trump administration actions would be harmful to a free press in the United States.
From Mugabe to Wonder Woman: when goodwill ambassadors go bad LONDON (Thomson Reuters Foundation) - First, Wonder Woman fell from grace, lambasted for her curves.
Next, Zimbabwean President Robert Mugabe lost his honorary status as a goodwill ambassador, deemed more strongman than beacon of U.N. hope.
All-male panel on U.S. women scrapped after social media uproar NEW YORK (Thomson Reuters Foundation) - A panel of men invited by a U.S. magazine to discuss ""Women in Business"" has been canceled for lacking that one key ingredient - women.
|Kurds offer to suspend independence drive, seek talks with Baghdad BAGHDAD Kurdish authorities in Iraq offered on Wednesday to put an independence drive on hold, stepping up efforts to resolve a crisis in relations with Baghdad via dialogue.","U.N. rights expert assails Trump administration on press treatment UNITED NATIONS A United Nations rights expert voiced concern on Wednesday that Trump administration actions would be harmful to a free press in the United States.

From Mugabe to Wonder Woman: when goodwill ambassadors go bad LONDON (Thomson Reuters Foundation) - First, Wonder Woman fell from grace, lambasted for her curves. Next, Zimbabwean President Robert Mugabe lost his honorary status as a goodwill ambassador, deemed more strongman than beacon of U.N. hope.

All-male panel on U.S. women scrapped after social media uproar NEW YORK (Thomson Reuters Foundation) - A panel of men invited by a U.S. magazine to discuss ""Women in Business"" has been canceled for lacking that one key ingredient - women.

All-male panel on U.S. women scrapped after social media uproar NEW YORK, Oct 25 (Thomson Reuters Foundation) - A panel of men invited by a U.S. magazine to discuss ""Women in Business"" has been cancelled for lacking that one key ingredient - women.

Exclusive: U.S. widens surveillance to include 'homegrown violent extremists' - documents WASHINGTON The U.S. government has broadened an interpretation of which citizens can be subject to physical or digital surveillance to include ""homegrown violent extremists,"" according to official documents seen by Reuters. |

Kurds offer to suspend independence drive, seek talks with Baghdad BAGHDAD Kurdish authorities in Iraq offered on Wednesday to put an independence drive on hold, stepping up efforts to resolve a crisis in relations with Baghdad via dialogue. |

Fats Domino, rock 'n' roll pioneer, dead at 89 Fats Domino, who brought rolling New Orleans boogie-woogie piano to early rock 'n' roll in chart-topping hits such as ""Blueberry Hill"" and ""Ain't That a Shame,"" has died at the age of 89, officials said on Wednesday.

On Shanghai outskirts, some residents unmoved as China unveils leadership FENGXIAN, China Chinese President Xi Jinping spoke to the country on Wednesday about ""waves of positive energy"" from the ruling Communist Party after its twice-a-decade leadership shuffle, but on the rural outskirts of Shanghai, not everyone was riveted to the screen.",Reuters.com,http://www.reuters.com/news/media
